20, 0.012000
 20 , 0.034000
 20,  0.037000
 40 , 0.010000
 40 , 0.028000
 40 , 0.045000
 60 , 0.010000
 60 , 0.027000
 60 , 0.039000
 80 , 0.009000
 80 , 0.025000
 80 , 0.036000
 100,  0.008000
 100,  0.024000
 100,  0.041000
 120,  0.009000
 120,  0.024000
 120,  0.042000
 140,  0.009000
 140,  0.024000
 140,  0.040000
